product_id,offer_id,decision_state,target_fields,excluded_fields,fresh_missing_required_attrs,current_target_field_presence,current_availability_present,availability_note,api_risk_note,blocked_reason,write_allowed_now
online:pt:BR:FD9711-602-38,FD9711-602-38,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-39,FD9711-602-39,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-40,FD9711-602-40,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-41,FD9711-602-41,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-42,FD9711-602-42,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-43,FD9711-602-43,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-44,FD9711-602-44,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-45,FD9711-602-45,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FD9711-602-46,FD9711-602-46,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FJ2530-102-1,FJ2530-102-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FJ2530-102-2,FJ2530-102-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FJ2530-102-3,FJ2530-102-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FJ2530-102-4,FJ2530-102-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FJ2530-102-5,FJ2530-102-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FJ2530-102-6,FJ2530-102-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-37,FV5029-010-37,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-38,FV5029-010-38,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-39,FV5029-010-39,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-40,FV5029-010-40,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-41,FV5029-010-41,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-42,FV5029-010-42,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-43,FV5029-010-43,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-010-44,FV5029-010-44,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,availability;image link;link;price;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-1,FV5029-200-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-2,FV5029-200-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-3,FV5029-200-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-4,FV5029-200-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-5,FV5029-200-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-6,FV5029-200-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FV5029-200-7,FV5029-200-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124200,FZ3124200,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124201,FZ3124201,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124202,FZ3124202,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124203,FZ3124203,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124204,FZ3124204,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124205,FZ3124205,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124206,FZ3124206,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124207,FZ3124207,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124208,FZ3124208,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124209,FZ3124209,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124210,FZ3124210,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:FZ3124211,FZ3124211,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF1877-100-1,HF1877-100-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF1877-100-2,HF1877-100-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF1877-100-3,HF1877-100-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF1877-100-4,HF1877-100-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF1877-100-5,HF1877-100-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF1877-100-6,HF1877-100-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-1,HF3144-100-1,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-10,HF3144-100-10,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-11,HF3144-100-11,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-2,HF3144-100-2,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-3,HF3144-100-3,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-4,HF3144-100-4,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-5,HF3144-100-5,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-6,HF3144-100-6,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-7,HF3144-100-7,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-8,HF3144-100-8,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF3144-100-9,HF3144-100-9,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-34,HF8814-001-34,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-35,HF8814-001-35,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-36,HF8814-001-36,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-37,HF8814-001-37,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-38,HF8814-001-38,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-39,HF8814-001-39,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-40,HF8814-001-40,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-41,HF8814-001-41,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
online:pt:BR:HF8814-001-42,HF8814-001-42,ready_for_4field_apply_if_lucas_approves,title;link;imageLink;price,availability,age group;availability;gender;image link;link;price;size;title,"{""title"": false, ""link"": false, ""imageLink"": false, ""price"": false}",False,availability still missing but intentionally excluded by Lucas option 1 / Tiny stock-truth policy,Direct Content API products.update may reject or keep disapproved rows because availability remains missing; executor is fail-fast and no apply is authorized by dry-run.,,
